	1,118	,270	,309	6,736	2,487	,505	6,256	10,958	,221	2,425	11,407	2,167	1,748	,299	6,982	1,580	1,697	1,492	2,710	7,728
	19,694	3,355	2,250	1,766	5,212	2,730	1,663	4,055	1,219	11,476	11,254	,807	1,542	3,490	7,471	5,341	2,331	8,260	3,504	5,328
	,589	3,784	2,268	7,416	14,750	,590	3,651	3,022	1,336	1,168	7,025	1,668	1,353	,459	2,076	3,761	1,249	,075	3,874	3,030
	2,710	11,686	4,795	1,981	6,184	2,121	6,415	1,337	1,001	7,335	,589	1,276	,188	2,370	20,863	3,484	3,263	2,336	3,953	1,557
	4,112	,748	4,840	14,770	2,130	1,954	5,466	2,896	30,534	17,574	1,570	,466	11,705	3,173	8,701	1,687	3,040	1,196	6,377	2,747
	15,687	1,968	1,254	,335	2,813	,254	8,324	7,093	,480	,922	3,480	7,130	7,321	3,569	,650	11,432	1,711	11,655	3,471	,010
	7,047	6,529	2,643	7,871	2,549	1,679	,186	7,364	,733	1,882	,068	3,256	3,292	2,001	9,735	2,829	15,269	9,470	,435	,794
	3,814	1,133	10,363	8,588	6,378	5,397	,698	,145	5,382	6,589	2,265	,406	8,101	10,285	,149	2,737	4,615	3,806	4,322	3,595
	7,246	3,528	9,815	1,485	12,143	8,528	6,975	1,575	6,199	1,070	4,801	5,482	8,100	1,573	,501	,444	8,771	5,869	8,776	,918
	4,584	4,404	10,461	2,790	9,465	2,626	,144	1,699	2,753	1,973	3,928	1,657	2,558	2,690	3,485	3,343	9,779	7,066	19,547	20,328
	1,990	2,453	,540	9,801	,396	1,135	6,373	,756	,029	11,104	2,579	,976	10,715	1,233	12,362	6,656	3,198	14,974	,121	4,356
	3,264	2,023	3,504	,426	,319	2,122	6,765	16,486	4,980	1,580	1,907	,570	10,979	8,339	13,555	1,238	3,875	5,542	1,741	,004
	2,690	3,737	8,977	1,938	1,454	,946	11,913	4,174	3,842	3,352	2,344	2,777	,861	2,274	,664	7,865	,045	5,919	,249	4,056
	6,896	,578	2,789	,026	1,786	13,141	5,365	2,707	1,721	3,639	3,378	7,256	,250	1,148	1,473	2,360	11,579	1,929	1,630	4,310
	10,995	4,847	8,974	10,294	4,730	3,064	2,151	7,034	5,614	5,107	6,253	3,365	,491	1,002	14,191	,484	10,779	,520	,250	4,314
	9,928	4,018	6,678	5,036	10,191	3,199	10,603	13,671	10,901	2,482	3,564	6,196	10,105	1,516	4,330	12,260	7,228	,186	,214	3,452
	8,831	,651	,592	2,503	2,121	,672	5,600	6,197	6,701	,206	5,725	3,549	,795	,033	1,619	13,154	6,240	,901	4,565	,583
	3,902	3,772	10,726	,329	1,056	,192	,185	1,598	3,396	,494	,712	1,937	,140	1,622	6,936	7,669	2,331	,901	3,147	1,380
	1,435	8,719	14,022	3,045	1,572	1,830	3,708	12,019	3,311	1,774	2,854	,034	,865	,348	13,994	,066	4,093	10,508	1,795	1,080
	,227	1,627	23,271	9,226	2,538	,700	2,704	3,925	6,016	20,179	2,510	9,363	,829	,184	,665	15,214	16,120	3,417	8,311	,336
	,178	6,381	5,719	1,043	7,909	2,033	12,812	15,775	,614	2,206	12,720	2,012	2,465	,989	,351	6,029	,029	1,072	6,980	3,043
	,237	,177	,313	4,091	,641	3,391	4,325	2,894	1,713	3,497	4,672	1,692	2,421	11,257	18,143	13,278	1,304	3,421	3,525	1,088
	1,351	3,714	,612	15,538	3,683	8,609	2,509	1,867	,958	,616	8,057	2,753	6,221	12,868	9,430	8,206	5,238	7,144	,278	18,588
	17,815	,992	1,304	3,816	12,169	4,467	1,123	7,621	7,528	,204	8,704	7,937	,113	19,749	4,025	,137	,515	10,060	9,136	13,289
	2,629	,459	21,679	,619	1,556	,064	6,116	3,285	1,483	6,516	2,354	3,062	,086	10,418	5,064	5,793	1,050	,497	,698	8,212
	23,920	3,431	,571	,236	1,035	,326	9,951	2,832	1,585	3,868	,241	1,551	1,957	,006	6,681	4,930	2,737	3,761	,060	4,474
	4,588	,539	19,919	8,804	1,530	14,123	3,915	7,701	2,681	1,171	18,582	4,057	8,587	5,578	,231	11,720	1,408	,509	3,638	4,532
	,424	4,644	11,745	3,078	5,342	7,733	,256	3,992	1,769	1,186	,601	6,617	6,169	4,344	7,986	6,267	4,486	4,560	8,199	1,085
	,423	1,049	1,406	,307	6,449	4,755	2,398	16,436	4,284	6,328	,928	23,500	3,714	2,495	3,477	,178	3,095	3,764	1,551	21,265
	,875	3,484	,954	25,274	13,714	,695	9,917	4,292	10,203	3,456	2,346	4,153	1,726	13,887	,195	1,683	3,769	7,440	1,002	,358
	17,285	9,105	1,083	9,025	,465	8,411	2,573	7,471	2,449	1,256	7,943	,845	10,590	,406	2,480	23,636	4,357	2,531	1,138	1,769
	,303	,510	1,364	2,098	5,599	11,658	,569	7,386	7,684	2,930	2,985	12,156	2,122	5,572	1,227	6,310	1,851	3,897	2,271	,750
	7,779	6,899	6,084	1,997	,418	1,073	5,790	2,212	7,763	2,077	,842	,859	,276	1,996	1,451	10,248	,087	1,795	,623	5,080
	3,091	1,886	1,502	3,716	24,928	1,154	2,228	1,831	4,061	1,596	1,641	,274	6,511	,494	4,557	2,098	,456	1,416	11,156	6,990
	7,081	,781	,078	13,809	3,530	2,179	,743	4,018	1,920	1,066	15,726	2,815	3,086	13,026	6,692	9,071	1,096	8,615	6,854	,191
	6,562	1,837	,834	8,560	7,162	2,089	8,832	2,545	,710	,086	14,663	6,390	,243	3,853	6,187	23,098	6,179	,556	1,939	2,623
	1,951	5,164	25,595	18,064	3,101	4,886	11,574	,099	21,055	,444	10,938	1,395	1,663	2,713	2,111	,177	6,852	,078	5,417	7,672
	1,185	1,778	7,720	,656	12,366	13,107	,401	2,904	1,434	11,101	12,091	,042	,205	,100	,616	5,311	,619	,756	3,673	1,157
	2,945	2,708	6,649	1,753	3,762	2,519	2,465	3,805	2,402	,108	,362	5,631	3,658	8,315	1,733	1,372	3,049	1,634	4,269	6,762
	10,324	,354	4,682	,234	2,093	9,949	2,408	,404	3,828	6,842	,566	2,753	11,771	,920	1,343	3,842	11,788	4,389	1,248	10,168
	1,287	8,393	1,345	,432	6,426	1,843	7,337	8,572	15,406	2,968	2,211	3,686	4,100	10,274	5,116	8,818	,995	1,253	1,501	2,401
	5,474	9,258	11,753	2,048	1,635	3,790	3,969	2,889	17,751	4,198	1,847	13,229	8,588	,159	1,545	10,801	11,755	34,503	3,435	2,422
	,583	2,614	10,368	1,816	3,698	2,424	7,482	4,793	9,662	3,198	3,276	12,806	10,329	2,880	7,006	22,432	2,097	,235	2,237	4,339
	1,227	12,320	5,043	1,432	3,805	,928	6,895	7,225	4,828	4,853	20,688	8,807	,994	18,098	,235	,778	12,565	13,201	5,069	2,680
	11,680	8,356	,266	1,518	2,247	4,037	1,930	2,766	12,205	,587	4,920	2,139	2,957	2,333	9,832	12,743	9,598	1,313	12,184	,188
	1,936	1,761	,405	29,773	3,936	2,280	1,527	1,080	1,600	7,405	,626	11,139	9,035	9,296	17,422	2,719	4,095	11,991	,791	,549
	5,180	3,497	3,979	,165	6,652	17,725	4,371	14,604	17,104	,440	1,546	,063	2,198	9,762	4,754	1,422	12,416	1,842	5,128	5,493
	2,866	9,008	9,823	,050	1,061	6,276	1,780	,357	4,036	5,874	8,674	6,029	3,247	6,302	2,432	9,758	12,347	6,816	13,855	3,409
	7,715	5,831	,777	11,760	3,512	1,493	1,513	2,479	1,825	2,950	,160	,337	2,006	2,487	4,526	,354	6,349	1,355	,493	3,896
	,137	19,216	18,519	,054	6,634	3,014	,680	2,361	3,223	2,187	4,592	3,067	8,761	1,514	18,373	9,011	2,288	6,972	8,761	,441
	4,001	9,921	12,834	,013	2,569	3,018	3,669	29,164	1,860	12,490	1,834	32,134	3,911	3,692	3,996	1,588	2,259	3,793	3,621	,439
	2,432	3,766	7,388	4,037	1,259	,156	,742	4,706	2,709	2,913	3,118	,970	,965	16,701	15,295	3,050	5,973	8,121	8,257	5,304
	6,602	1,999	4,490	2,990	,589	,344	,459	1,292	8,595	3,293	,579	10,584	1,453	17,198	,247	7,958	7,957	12,249	1,749	2,300
	2,834	7,162	1,127	1,245	2,892	5,067	6,901	10,001	1,326	1,485	3,430	5,504	5,139	2,984	1,600	3,049	3,415	,216	11,976	,311
	6,279	7,244	,785	6,145	8,996	2,908	17,957	2,600	1,428	3,886	9,549	1,676	3,196	4,321	1,778	9,867	,111	,371	8,863	5,243
	2,476	16,307	3,928	8,939	13,156	2,057	18,219	,855	4,750	3,213	1,628	17,447	11,488	8,717	12,016	6,411	1,371	9,274	1,942	10,184
	1,736	13,507	3,800	1,491	,293	5,370	4,245	,469	1,665	,033	11,273	2,267	4,744	4,818	,763	6,424	5,797	,721	15,211	8,211
	8,184	1,653	11,305	2,548	1,113	2,235	4,605	1,782	3,338	9,562	6,740	,826	6,851	9,005	2,463	,176	,279	2,443	4,922	,127
	,454	,606	5,615	7,229	2,647	5,596	5,131	2,872	1,191	,817	3,155	2,641	1,473	1,866	12,589	2,990	1,828	12,731	7,165	1,942
	9,682	3,306	5,559	5,675	5,601	6,546	8,769	9,505	4,498	7,000	13,728	5,269	1,909	1,487	6,034	7,664	3,983	14,467	8,719	15,166
	,059	7,177	2,229	1,587	1,418	1,886	7,675	1,438	4,385	14,139	7,063	6,890	12,237	3,803	,909	5,339	,674	19,601	11,736	10,037
	6,898	1,768	6,526	11,052	7,740	4,352	4,455	1,689	1,798	2,745	4,463	11,760	4,848	,810	,304	,379	,370	,476	1,956	,634
	5,184	3,330	2,646	,656	9,717	2,377	20,953	3,512	1,763	1,461	7,939	10,477	20,136	,680	9,789	1,477	13,120	,075	1,054	5,343
	17,919	1,854	1,181	8,397	5,474	6,339	2,014	1,568	6,066	1,176	7,421	7,660	,190	6,663	3,357	1,860	4,870	1,448	2,825	8,117
	2,718	9,210	,708	,646	2,728	2,749	1,802	,073	1,752	5,446	2,700	5,071	1,024	6,080	4,795	,696	1,305	5,759	,212	5,013
	9,489	1,312	2,053	13,072	2,691	10,457	,181	1,624	5,137	8,755	1,011	6,386	,560	5,377	2,214	9,059	2,437	15,166	,739	1,127
	4,327	5,042	3,731	1,268	6,616	,473	2,237	5,144	,336	7,773	,025	13,831	9,128	27,460	6,450	2,336	1,934	18,973	7,690	1,221
	8,457	4,968	12,089	23,239	,560	2,563	13,024	5,069	2,528	18,266	,223	1,036	11,125	4,013	3,146	9,274	7,902	2,059	2,545	8,286
	10,260	6,886	1,859	8,467	8,090	,449	7,320	1,314	,728	2,770	1,971	2,098	1,529	,852	2,329	3,898	4,293	5,552	1,777	1,229
	7,976	2,695	6,236	,913	2,701	1,492	5,102	5,522	4,682	10,476	,262	9,893	1,098	,535	7,460	4,274	,066	7,131	5,107	5,044
	,368	9,781	2,618	3,701	3,893	1,993	1,680	2,082	15,576	,655	2,278	6,733	8,884	7,057	,900	1,348	5,729	6,824	1,099	2,119
	4,682	,727	,026	,271	3,668	,276	6,166	14,475	4,949	,164	9,023	,657	2,444	3,710	9,118	,210	1,424	19,976	,939	,824
	10,915	,821	3,534	5,985	1,440	3,183	2,969	,259	13,261	3,636	,128	2,987	4,168	13,265	10,601	3,842	8,021	2,154	5,284	15,050
	19,624	,545	4,521	3,197	2,624	6,590	2,809	,770	,927	3,113	5,056	15,433	2,084	2,350	1,730	21,107	,007	3,937	3,239	1,883
	4,654	,701	4,866	1,636	2,020	,225	6,141	5,197	1,224	8,220	8,956	6,853	,131	1,022	7,262	2,107	3,713	14,396	1,581	1,149
	2,774	1,409	14,971	1,057	3,725	2,708	1,371	1,550	5,718	4,258	13,885	5,641	4,544	2,670	6,871	,658	18,550	5,148	2,315	1,858
	,795	1,561	2,439	7,934	,379	,396	14,409	,508	1,343	2,102	5,757	8,107	3,725	16,131	3,428	8,131	8,948	8,514	1,586	23,082
	,676	6,441	2,400	3,102	3,346	,726	1,354	7,659	12,666	14,928	1,993	5,589	6,990	3,421	20,659	3,061	1,876	,533	3,784	3,141
	1,100	2,642	1,774	,095	1,495	1,350	6,081	14,147	7,162	3,553	,300	8,484	6,395	1,386	2,377	5,421	,844	3,014	5,687	3,384
	,746	8,307	11,273	,956	8,973	3,149	,384	,304	1,336	8,526	2,852	,606	1,739	8,467	13,344	1,733	16,722	2,672	3,617	3,973
	8,155	10,375	2,437	1,417	,796	4,081	6,567	6,024	1,643	,343	2,868	3,981	2,102	3,888	5,147	13,557	3,246	,643	3,370	26,219
	22,181	3,239	4,542	10,318	3,330	1,598	6,519	,003	11,316	10,463	,314	1,266	7,941	9,980	,946	,640	7,207	8,416	5,121	1,562
	2,988	,138	9,328	4,332	13,868	5,362	3,568	1,751	9,359	,130	6,525	10,668	2,911	2,525	7,280	4,625	22,391	,182	11,031	6,487
	9,689	4,242	,885	9,451	7,140	13,328	1,786	6,307	13,512	4,686	1,844	3,520	4,305	8,263	2,469	2,706	11,330	6,624	6,877	5,358
	1,569	,217	2,597	14,199	3,642	1,636	5,317	2,182	2,280	16,641	6,028	2,633	1,156	3,351	13,521	3,463	2,802	1,388	6,795	,076
	4,819	6,731	3,022	1,488	8,169	11,797	3,729	7,745	17,482	3,536	23,255	,916	14,183	2,328	5,636	1,275	3,970	1,998	2,644	7,776
	9,532	4,068	2,555	,752	,333	26,834	1,670	8,392	30,743	7,641	5,189	4,507	,914	2,860	,006	29,543	,459	3,160	10,055	3,869
	5,483	,939	3,612	5,561	,120	2,235	10,429	,935	1,452	3,811	8,986	2,393	8,148	,773	9,255	7,006	,712	5,153	2,192	6,804
	,629	1,465	,641	,202	,616	1,333	,311	,215	2,625	,926	,613	8,571	5,057	6,013	13,028	,067	2,900	3,139	,714	1,528
	1,562	2,228	3,738	,266	10,365	4,440	2,954	2,188	10,483	1,334	1,797	4,743	2,195	2,347	,944	11,763	2,446	,461	,723	1,848
	1,199	,444	13,064	,757	,876	3,007	3,576	10,012	,379	6,459	2,924	10,537	6,293	5,548	3,348	14,652	9,652	,272	2,657	9,014
	14,584	17,941	3,444	4,157	,645	,111	,144	8,238	13,500	10,771	,241	6,266	,440	1,516	1,487	22,298	1,633	9,753	2,245	2,022
	1,685	,236	,440	3,714	7,354	3,549	6,109	4,703	6,947	14,032	1,560	,579	,629	1,310	5,439	12,276	7,208	1,585	7,592	12,295
	2,821	2,052	,421	3,926	7,187	13,218	2,489	5,355	2,438	2,516	5,389	1,848	4,965	,331	1,188	8,770	8,620	1,528	2,357	3,876
	5,341	1,609	2,201	3,553	10,351	,660	3,095	4,864	10,242	,029	2,188	7,500	5,449	13,843	,260	22,486	1,556	13,567	4,172	1,598
	,133	3,394	5,075	10,674	,271	2,423	3,627	3,406	7,371	1,151	,323	,065	,721	12,053	1,311	2,485	,502	3,000	18,132	4,376
	1,115	9,380	1,544	2,925	,792	12,981	,583	8,356	12,882	,640	9,679	2,289	5,587	4,235	5,151	1,436	3,817	2,722	4,745	4,576
	,370	14,415	,422	7,407	16,836	1,521	12,769	9,843	5,225	3,607	2,086	5,549	5,986	1,621	12,389	7,589	5,899	,693	1,274	7,345
	,277	,735	5,792	,423	6,591	,425	4,597	7,946	1,121	2,412	14,014	3,466	6,455	1,826	16,903	3,071	4,225	,623	14,660	13,944
	3,365	6,334	7,296	6,937	5,779	3,439	,091	20,963	,212	6,702	3,787	7,636	7,181	5,165	3,566	2,133	,256	2,707	,858	10,664
	,029	,850	1,006	27,423	7,820	,213	3,515	1,227	3,452	14,753	2,952	,845	3,673	1,540	2,520	1,117	1,415	2,427	6,846	6,776
	4,159	8,266	2,661	11,042	12,043	1,769	,180	1,508	1,555	3,528	4,386	1,530	3,122	1,516	10,891	6,511	2,000	2,487	7,384	3,285
	2,033	11,876	2,898	5,162	7,164	4,175	2,255	22,259	8,287	6,452	,900	,472	25,274	11,450	2,235	3,127	8,852	4,624	3,136	4,950
	10,897	,435	1,621	4,388	3,751	,186	2,952	3,437	2,062	3,695	,054	,927	7,364	25,647	2,763	,276	1,635	11,747	,757	4,625
	3,996	6,558	1,702	,667	12,716	,761	,146	4,703	5,867	9,836	3,341	6,419	3,454	3,756	1,821	,558	21,541	7,703	,655	2,540
	2,414	21,308	2,142	,094	1,121	7,046	1,115	6,132	,556	10,664	,974	7,800	,959	2,913	2,214	2,126	3,333	3,608	8,589	3,028
	4,001	15,047	2,505	3,336	10,046	1,112	1,034	4,092	,403	3,839	7,110	4,601	15,106	6,476	10,425	2,395	1,457	3,834	1,806	5,418
	,795	2,546	4,032	,222	1,163	1,724	2,963	6,581	,582	3,005	3,817	,201	4,072	4,367	3,641	5,529	1,453	2,446	,526	1,958
	1,556	12,749	7,335	7,163	,698	2,474	2,051	,232	10,371	3,104	6,549	10,536	2,472	,148	9,187	,820	4,200	19,789	4,095	7,021
	,275	4,121	7,783	,710	,772	3,772	,852	,228	2,315	3,155	8,745	,475	,331	6,088	,670	4,568	4,009	4,178	2,415	11,383
	,692	,429	19,412	10,745	2,457	4,827	1,324	2,694	11,029	11,647	1,349	1,142	5,246	14,818	,033	1,519	5,755	7,391	4,085	4,648
	3,175	3,560	2,601	1,247	2,748	10,860	11,076	,663	5,679	,278	,847	1,751	1,060	17,044	,834	5,821	12,188	4,305	9,078	1,468
	5,003	9,027	2,548	2,455	5,217	8,193	1,576	1,317	5,393	1,840	6,169	,976	8,295	3,295	9,655	2,281	1,355	3,181	9,472	13,959
	2,787	8,244	1,870	27,804	4,245	2,626	3,775	4,803	,039	5,932	1,985	1,196	1,871	1,399	1,665	2,237	,328	5,038	18,415	5,095
	1,056	1,238	1,515	2,545	6,838	2,947	5,623	5,136	4,390	7,393	3,526	,631	18,120	3,127	,098	,495	,978	7,797	3,281	8,996
	18,780	15,750	6,813	2,080	5,331	3,522	4,734	4,621	,067	1,667	7,141	5,968	1,458	3,405	2,486	8,707	4,304	2,077	6,184	1,052
	2,036	3,047	4,865	,374	1,990	1,076	6,975	2,307	5,896	5,233	2,971	4,342	8,509	1,197	,528	,500	,496	1,616	,523	1,816
	7,617	2,806	4,065	5,884	3,670	10,699	7,481	2,190	13,160	16,392	,415	,303	8,989	3,441	1,752	5,000	,346	1,899	1,451	11,661
	2,243	7,378	11,947	2,870	4,017	19,927	20,240	2,114	2,462	16,966	3,086	7,700	2,448	1,385	9,762	1,606	,324	1,955	5,866	1,987
	11,494	2,916	1,817	6,834	2,779	2,708	1,093	5,150	,237	,532	11,922	18,242	1,195	14,360	11,138	1,060	2,376	2,541	4,613	6,880
SUM case 1-160	797,300	823,570	802,982	893,119	752,426	646,299	759,917	758,218	876,159	814,172	873,054	857,931	714,431	905,041	769,538	912,966	759,111	830,313	728,206	829,075
MEDIAN case 1-160	3,219	3,496	3,076	3,549	3,576	2,667	3,620	3,418	3,592	3,322	3,404	3,755	3,104	3,715	2,845	3,628	3,395	3,186	3,453	3,828
