5,447	5,163	4,964	6,876	6,983	5,436	6,445	8,284	3,290	7,861	2,460	1,609	3,897	1,970	2,541	6,384	8,336	7,294	6,221	2,140
3,856	8,474	3,402	5,067	7,711	3,386	1,958	1,105	6,319	,902	5,971	,452	1,088	2,431	6,847	4,514	3,423	9,377	5,992	4,696
4,316	8,692	,441	2,778	5,481	4,891	3,909	2,002	5,198	6,086	3,819	4,114	9,247	8,059	5,952	4,893	3,409	6,591	6,090	,123
7,996	1,580	8,144	,540	1,935	5,810	5,955	6,474	1,784	6,613	6,003	5,309	,196	6,644	,944	9,701	9,830	8,561	3,435	2,306
,399	5,292	5,954	6,324	9,402	7,251	,997	,827	5,992	4,805	4,642	1,939	2,200	9,985	8,920	1,694	,057	4,822	5,864	2,122
1,973	3,018	2,632	1,502	3,128	3,819	2,699	1,704	5,584	1,898	1,020	6,138	3,247	1,161	1,503	8,708	,025	5,516	8,053	3,322
8,551	,283	8,668	4,147	8,726	5,971	1,012	,540	2,810	7,638	6,404	2,051	9,082	3,564	3,126	6,962	5,824	2,030	9,460	3,554
6,967	1,084	8,152	9,345	1,151	5,369	9,111	4,800	,174	8,283	7,487	1,462	9,193	4,981	8,437	4,486	3,363	,620	7,117	9,029
6,135	4,130	4,540	6,343	2,577	,346	,813	9,207	4,815	,990	5,148	8,764	7,379	,594	2,074	9,546	4,800	3,687	6,123	6,084
3,796	3,935	3,019	6,616	8,110	8,692	7,370	,962	4,100	9,228	6,602	4,290	8,175	1,949	7,121	3,006	6,739	3,262	5,332	3,518
5,080	6,826	3,163	9,883	9,343	,461	8,718	6,158	1,386	9,571	2,444	8,299	1,990	4,938	5,122	7,086	1,937	7,342	7,533	3,302
4,144	8,826	5,459	9,163	5,371	9,828	8,590	8,027	4,821	5,967	8,773	,856	,150	4,900	3,662	5,307	9,015	4,282	,916	9,035
6,053	3,030	6,984	5,055	3,447	7,426	1,321	8,523	1,484	1,723	9,817	5,407	7,197	2,953	9,503	2,740	7,615	8,147	7,412	7,552
4,478	8,140	2,377	8,267	9,697	3,370	8,799	8,312	7,047	2,957	6,805	2,168	5,436	5,809	5,302	8,742	3,768	,831	3,197	6,940
7,371	9,633	5,657	4,715	7,638	6,821	6,223	1,362	9,323	8,748	9,847	4,389	5,706	8,694	9,810	7,075	,070	9,941	9,395	2,701
7,329	9,705	4,327	5,885	4,382	5,133	8,765	1,218	3,745	2,910	,591	3,978	5,574	3,193	9,962	4,322	,025	6,136	7,033	2,405
7,127	5,798	7,125	9,538	5,529	1,653	8,528	,834	7,314	,773	8,079	,161	2,013	2,690	5,309	7,051	9,158	6,935	9,751	1,034
6,973	3,719	4,314	5,970	3,708	,363	6,581	,821	9,357	6,272	3,464	,641	5,326	2,853	6,370	6,835	3,021	1,512	6,706	,810
9,944	,956	4,969	2,852	2,039	6,528	6,878	,209	,206	7,116	7,748	5,473	,225	8,501	3,361	4,425	7,877	6,465	9,498	2,846
7,812	2,432	4,403	3,609	,248	4,832	8,181	1,433	6,034	3,745	6,638	7,100	7,826	1,829	2,430	3,265	8,281	1,739	8,212	2,584
5,936	4,879	2,727	2,326	5,581	3,462	6,001	2,291	,490	7,816	,552	4,042	2,692	9,972	8,414	9,611	4,220	1,961	1,615	1,028
5,180	2,597	,428	2,637	6,006	,126	7,403	3,053	5,107	4,407	4,606	2,174	6,389	9,344	5,943	3,904	3,757	8,844	5,319	2,151
5,195	2,229	6,640	9,026	1,548	7,928	3,453	4,971	,891	1,188	7,397	2,615	1,505	,289	6,752	,243	1,672	3,512	9,800	6,133
1,143	6,081	3,048	2,751	1,207	9,748	5,014	8,964	8,865	7,296	2,152	6,637	9,271	3,883	9,617	,927	7,583	4,665	2,565	6,990
2,615	7,961	4,737	3,327	8,176	7,792	4,747	5,675	1,269	6,290	9,557	3,954	6,427	7,985	3,696	2,697	8,181	7,408	1,697	6,434
3,345	1,987	3,781	,074	,031	,627	6,648	,695	3,180	2,330	4,180	2,582	9,199	3,504	2,785	2,144	4,492	,554	8,869	5,785
1,417	5,981	8,770	8,232	9,381	3,790	9,598	1,504	,769	5,219	9,242	3,785	6,363	1,049	8,481	5,859	6,944	2,061	8,098	8,505
4,323	5,560	9,097	2,085	1,987	6,579	3,949	2,499	,941	8,301	3,919	7,444	8,840	8,383	6,662	4,577	3,341	4,481	9,835	1,553
5,524	7,803	2,265	9,957	,988	4,533	8,824	1,158	7,898	4,464	5,342	4,078	3,283	4,629	8,851	5,747	4,175	2,059	6,383	3,195
3,313	6,157	5,208	9,822	2,171	7,237	2,816	9,516	,757	2,773	4,607	8,119	7,980	1,670	9,487	4,538	2,743	2,836	6,362	7,678
7,323	6,776	9,349	9,467	3,120	7,859	2,798	8,613	7,542	3,387	1,512	8,843	3,869	6,641	8,773	3,441	5,384	,902	7,862	5,687
3,485	,078	2,097	8,764	4,612	9,488	8,550	2,268	6,429	2,126	5,769	9,079	9,090	8,148	3,911	9,352	2,752	7,711	3,133	3,243
4,447	3,094	1,106	3,319	8,634	,010	4,474	3,109	1,066	7,556	5,853	3,294	1,276	5,262	4,776	3,404	8,795	2,660	,773	2,971
6,161	5,102	9,013	5,884	1,520	9,535	1,358	6,230	1,203	1,144	8,731	4,454	6,617	1,335	2,537	1,963	9,167	1,514	4,183	,164
3,383	1,451	5,411	3,789	1,676	,725	9,152	1,733	9,810	1,284	,623	8,853	3,564	8,910	5,607	,930	8,722	9,385	9,884	3,746
1,129	3,656	6,107	5,400	8,764	3,739	8,180	,254	8,439	1,527	8,622	9,141	2,812	9,677	,090	4,718	4,539	,845	5,240	9,641
5,153	3,160	8,599	3,220	7,837	2,325	5,622	5,730	9,709	3,687	2,851	1,451	2,801	9,276	2,315	2,416	9,145	1,124	6,045	,656
9,787	1,665	9,626	,918	5,601	6,550	9,451	2,801	7,913	8,908	2,725	9,111	,626	2,646	3,356	3,753	7,650	1,670	5,249	,634
5,294	3,996	9,315	2,004	4,380	,324	5,277	6,243	1,789	2,044	8,702	5,014	5,800	7,438	7,870	6,601	4,696	4,787	1,063	9,282
6,968	1,756	2,105	8,253	5,747	5,451	3,538	1,495	6,122	9,531	9,145	7,703	3,251	9,154	4,084	2,030	2,289	9,475	3,511	9,634
3,099	4,334	2,654	9,850	1,773	8,339	3,523	5,366	5,970	1,498	2,179	2,302	,219	8,344	3,154	5,189	9,052	3,406	,978	8,559
9,033	3,690	5,781	2,438	8,603	7,034	8,300	,780	,671	1,977	6,518	3,926	1,643	4,926	6,845	8,280	7,925	2,287	5,684	,249
9,887	5,363	2,463	2,293	2,521	7,378	7,659	,717	,473	7,408	8,563	7,547	4,526	6,232	5,959	3,562	5,460	4,634	,627	9,546
1,447	3,085	8,072	5,593	5,141	6,525	9,862	5,586	4,441	7,484	6,086	1,927	7,003	3,620	4,399	2,272	,482	2,588	2,459	4,277
9,121	,797	7,753	4,942	6,380	5,146	3,381	2,288	2,134	2,247	1,019	5,903	3,415	9,134	7,700	2,817	7,253	2,835	,454	,063
9,874	2,740	3,771	,607	3,700	6,313	4,523	7,219	6,103	5,690	3,304	9,087	5,990	9,776	9,022	5,119	2,266	7,478	,583	4,219
8,795	3,542	1,782	3,096	8,630	1,090	4,748	5,435	,546	9,040	1,436	9,816	7,826	,673	5,127	9,521	3,750	9,271	9,104	7,831
6,007	,631	,815	,311	8,184	8,811	1,882	2,400	,679	2,347	8,345	4,923	3,648	1,397	,359	8,038	7,247	6,115	8,082	1,899
4,901	7,704	5,724	,202	6,446	3,820	5,757	9,749	7,350	4,179	9,916	8,303	7,145	8,311	7,730	5,396	5,362	5,748	8,733	,559
4,258	5,972	6,353	4,173	6,018	6,283	7,179	8,727	8,762	2,930	4,692	5,319	3,896	7,319	,299	5,357	2,827	,856	5,405	,245
,175	4,194	9,261	1,559	3,838	5,404	2,130	6,449	7,360	,419	7,750	8,036	6,523	5,021	1,902	2,098	7,109	4,991	,366	4,420
9,140	1,014	8,591	5,818	6,956	6,576	9,566	1,121	6,754	2,285	3,851	7,900	1,191	,797	4,104	8,809	2,923	4,769	2,980	6,506
1,036	9,408	4,129	5,856	4,309	8,269	5,580	3,150	6,946	2,002	2,411	1,331	,979	2,639	6,654	2,431	8,439	2,210	,339	8,481
7,158	2,716	8,855	6,104	7,806	,115	1,999	5,238	4,423	6,960	3,066	5,770	,916	7,158	5,962	1,609	1,191	4,613	4,592	6,659
3,827	7,165	9,873	2,863	8,609	1,145	6,071	,546	3,294	4,600	6,313	1,843	6,164	5,810	8,881	5,037	5,500	3,057	2,056	8,408
2,320	6,182	8,590	9,312	3,428	1,332	8,730	6,638	1,388	4,623	3,298	9,682	1,355	1,210	7,453	3,601	8,485	6,249	6,348	3,550
5,516	,592	,050	7,086	8,958	6,987	6,555	7,110	2,159	9,274	,086	,293	9,652	1,985	5,174	1,165	5,967	9,651	6,349	4,258
2,384	2,323	9,059	5,502	2,379	8,226	9,395	,046	2,156	5,513	7,716	4,178	8,124	,591	,430	4,304	6,687	9,866	3,943	6,830
9,985	9,193	8,191	,739	7,164	4,352	5,754	1,380	7,807	8,170	2,170	6,070	2,694	1,428	8,223	5,591	2,607	4,907	4,692	,724
4,847	6,547	8,353	1,476	7,444	8,094	5,578	2,359	1,213	5,228	7,804	2,657	3,810	5,604	2,687	,025	2,893	6,878	7,883	2,120
5,423	3,130	2,104	1,205	8,356	,540	3,806	3,263	3,084	6,504	5,819	2,391	6,640	8,053	5,175	5,618	6,054	2,217	8,906	9,979
8,733	4,844	2,408	7,346	8,390	7,085	7,790	7,674	6,722	7,727	6,299	,857	2,634	5,676	6,842	5,800	5,034	9,840	8,325	1,410
7,124	8,122	9,000	4,496	,912	6,112	9,522	2,130	6,489	6,711	8,473	9,014	7,135	3,200	9,135	8,429	6,132	8,860	4,788	3,655
1,689	9,605	5,166	6,657	7,673	7,123	9,228	3,523	4,852	3,376	4,565	9,203	3,385	8,522	1,333	3,853	3,427	2,715	9,688	7,629
9,667	6,475	8,490	3,362	2,802	2,584	2,545	6,583	2,659	2,799	3,088	3,674	8,771	6,651	9,650	4,169	,667	3,670	1,764	7,597
3,032	1,103	9,117	6,627	,999	7,412	8,856	6,133	7,861	,467	8,191	3,088	5,023	1,674	8,531	8,899	3,892	2,439	1,281	4,971
9,083	8,922	2,233	2,855	1,192	4,210	5,435	4,958	9,432	2,073	2,657	7,526	9,583	8,291	9,681	6,341	7,425	8,647	2,287	7,183
3,370	3,103	2,520	2,598	4,631	,221	1,285	,053	9,066	1,177	9,554	7,674	9,331	8,627	9,980	8,118	8,083	5,228	5,221	4,041
5,571	4,399	3,884	3,590	2,141	7,226	5,596	3,062	4,501	3,851	4,112	7,348	4,683	6,305	1,466	8,478	4,717	6,620	9,688	8,485
1,642	3,731	4,729	8,444	1,500	3,335	6,195	5,143	8,051	5,607	1,307	1,464	5,201	4,453	3,970	1,313	6,855	3,781	8,092	8,597
6,809	6,849	7,531	9,922	6,652	1,912	1,457	2,604	4,231	6,782	2,260	4,232	7,828	9,739	8,221	3,088	5,723	9,066	7,620	7,454
1,970	6,826	7,666	3,788	9,806	5,642	6,535	3,032	,996	1,602	1,336	1,998	,698	9,863	7,227	5,842	4,068	5,579	9,364	9,720
7,113	5,896	2,999	3,022	4,631	,551	7,575	6,551	2,397	4,088	4,664	1,227	4,942	1,036	8,798	1,581	6,799	5,928	4,509	2,144
6,970	5,718	,702	,614	1,962	9,065	4,053	6,870	5,273	4,831	8,925	8,749	3,309	9,424	1,725	2,656	2,474	9,248	8,858	4,999
5,053	8,040	8,748	3,594	5,559	4,188	5,585	2,420	3,923	5,888	,671	7,190	,926	3,923	4,787	8,686	7,350	9,074	8,714	7,687
2,305	2,053	9,363	7,479	9,960	,674	3,804	3,845	5,603	4,199	5,063	3,942	6,892	,282	,795	5,426	1,481	6,580	8,656	5,953
7,639	3,050	3,606	2,073	,280	9,119	8,542	7,566	4,269	5,793	8,341	7,179	6,636	,103	,033	7,943	4,412	9,080	,650	6,890
,578	8,041	6,572	,374	6,459	4,655	7,601	,749	2,362	3,518	8,106	2,826	7,194	3,536	6,992	5,512	9,861	3,616	3,166	7,712
9,312	2,867	3,705	1,721	8,374	6,682	1,228	8,159	5,181	1,563	8,139	7,304	3,014	,791	7,717	2,436	5,156	7,648	3,243	6,837
2,345	2,756	9,853	6,449	,672	5,962	1,072	,067	2,324	2,533	,696	2,129	7,458	2,625	8,880	2,789	6,231	6,393	5,780	2,205
4,871	3,693	6,856	8,413	6,483	3,245	4,944	1,883	8,430	3,016	8,134	,337	,245	2,537	5,956	3,308	1,458	1,339	7,943	,324
9,426	2,946	,263	1,712	5,439	7,403	1,378	8,947	9,507	,267	6,250	,290	3,034	2,942	6,286	7,149	7,430	6,837	2,892	,930
3,340	2,348	9,516	6,341	,882	7,761	8,161	9,829	7,074	,768	8,345	3,801	7,696	7,151	5,850	4,040	8,530	2,691	6,458	6,326
1,926	7,600	,140	7,559	8,177	,631	3,868	7,148	,044	2,442	4,539	6,845	,183	5,689	4,809	9,306	1,250	3,027	7,337	7,187
1,001	1,665	7,685	7,530	8,732	7,884	,645	1,732	4,928	3,077	8,086	,923	1,622	9,275	2,040	7,136	,844	8,509	4,537	2,399
6,826	4,433	8,101	4,924	4,805	,461	7,424	4,035	1,448	3,631	7,364	2,240	,662	7,849	1,829	3,446	6,354	7,020	4,725	1,559
2,536	2,950	8,791	1,285	3,216	8,932	4,345	6,927	5,714	1,303	5,857	3,097	8,310	8,344	1,609	8,078	9,288	8,335	9,882	,150
3,835	6,800	2,639	,184	3,576	2,272	1,040	9,961	4,426	5,143	8,129	4,714	1,541	,567	9,060	9,599	,078	3,702	8,990	9,772
5,701	2,473	3,141	3,713	4,261	8,918	5,878	7,401	9,807	3,480	2,866	6,473	6,871	,694	8,638	5,461	9,984	5,090	7,725	8,896
4,665	2,506	1,100	4,922	6,260	5,213	9,695	5,431	5,958	2,625	4,597	8,848	,164	1,148	2,211	1,579	5,288	7,189	8,945	,030
3,532	,071	7,028	3,476	5,053	3,958	8,953	5,363	5,076	6,541	4,771	1,339	4,384	8,604	5,263	2,185	3,756	,927	1,211	8,681
6,314	2,913	,235	3,556	8,463	,858	6,955	3,278	6,667	4,272	3,557	2,297	8,581	,811	7,698	8,270	1,864	8,131	7,035	8,852
4,856	7,183	1,423	4,250	1,399	7,666	6,911	2,057	5,089	7,054	8,062	7,285	2,958	2,379	1,907	6,965	2,038	,672	5,478	8,129
8,460	2,764	9,079	9,890	,490	8,988	6,305	6,174	5,139	2,559	,604	4,258	1,314	2,383	,883	3,048	7,923	7,366	6,047	1,450
5,268	5,538	6,510	3,236	2,330	1,968	1,888	3,392	9,345	4,171	3,860	5,962	9,593	5,428	5,705	4,227	6,357	9,021	,707	1,468
1,056	9,613	5,847	7,105	6,045	,639	4,169	5,233	7,739	,908	9,274	2,683	6,294	,577	1,317	9,611	1,865	9,803	,456	6,172
2,827	2,339	9,464	4,662	2,459	1,440	4,254	7,613	2,290	3,122	9,009	2,911	1,852	6,919	3,260	,088	,675	2,359	6,539	8,675
1,807	7,877	9,176	6,820	9,736	4,665	6,161	6,590	6,129	2,769	2,314	8,379	2,392	3,595	9,041	3,594	9,934	8,551	7,748	3,641
1,904	9,406	7,022	3,905	5,771	4,898	,125	6,856	7,056	9,254	8,538	6,562	1,541	8,254	8,041	8,803	5,007	7,682	4,415	9,362
5,747	7,513	1,534	2,850	6,815	9,097	5,674	2,837	7,191	5,652	5,449	4,124	9,530	9,835	3,516	9,366	6,489	4,300	2,530	1,220
1,071	8,741	1,854	7,789	2,982	2,934	2,207	4,429	2,285	7,527	,968	2,483	1,010	4,551	,167	3,984	1,191	6,037	1,836	,963
1,787	2,529	,315	5,518	1,325	3,735	1,558	6,418	2,751	7,806	1,642	7,136	9,971	8,646	4,473	1,576	6,890	,163	3,958	3,646
2,844	1,402	8,691	6,090	6,540	4,547	6,177	9,059	2,386	6,912	4,953	,390	8,664	6,778	3,301	8,363	3,653	2,427	9,503	1,259
5,226	1,110	1,213	3,895	2,832	7,011	,730	3,602	,551	1,814	2,939	4,790	3,539	,674	2,995	2,613	6,952	8,749	6,054	2,228
,912	6,866	8,935	4,532	5,135	6,283	7,579	2,686	9,333	9,308	8,463	6,713	8,036	,470	6,119	1,145	5,777	4,303	5,077	,512
1,895	8,370	,194	7,624	8,727	9,386	3,294	1,958	4,697	8,641	8,736	7,736	6,211	2,543	2,925	1,363	9,677	7,497	2,268	9,246
,208	2,301	7,273	6,854	9,339	9,583	9,004	5,584	3,866	4,957	6,523	2,797	4,572	9,204	,611	9,275	2,237	3,106	2,049	5,797
,323	5,898	6,060	8,115	9,683	8,696	3,399	2,348	4,414	8,779	4,937	2,695	2,173	3,803	8,330	6,811	,616	1,426	1,236	2,354
3,290	1,783	6,850	9,070	8,082	2,591	,363	8,227	2,072	6,855	6,589	4,355	2,292	1,606	2,561	4,486	5,773	3,876	5,309	5,652
4,044	,560	6,359	2,206	1,677	1,162	9,863	9,792	5,778	5,459	9,287	,526	5,253	2,356	3,539	3,313	9,008	,760	1,523	7,060
9,063	,557	7,190	9,167	8,259	7,798	2,680	9,362	5,864	1,768	8,221	7,928	5,160	5,750	7,093	8,146	9,429	3,025	2,578	3,297
8,425	9,723	6,644	1,065	,177	6,481	7,793	7,240	3,262	9,612	5,354	4,866	7,837	9,271	9,482	4,097	4,058	5,615	,334	5,093
