	6,796	5,201	8,984	4,158	1,315	12,190	3,970	6,704	,947	5,657	11,223	4,318	3,742	,683	3,837	3,217	5,407	9,700	3,912	1,262
	6,130	5,133	2,240	6,040	6,376	,243	2,167	14,366	3,415	10,973	1,051	6,804	2,545	9,658	,724	1,002	4,375	2,705	1,297	,636
	12,094	9,291	,760	3,005	10,845	17,358	1,282	2,454	1,257	24,221	3,851	19,773	,323	,496	3,924	1,369	1,145	,601	2,329	8,836
	3,086	2,699	1,501	4,070	,674	,860	3,206	11,516	7,532	4,444	6,145	1,662	1,383	2,696	8,086	13,160	2,325	2,394	4,933	,471
	3,296	2,786	2,627	,864	7,931	2,863	2,864	1,454	13,366	1,247	1,867	1,102	5,489	12,028	7,242	4,297	5,766	3,855	2,831	10,435
	2,761	11,603	1,874	,743	1,965	2,960	21,979	7,003	2,611	,676	2,502	11,580	4,454	8,210	4,475	,458	,391	5,015	12,820	,524
	,060	2,437	2,995	6,658	3,446	1,374	9,721	2,581	3,364	1,796	1,399	1,178	3,238	1,269	5,692	10,938	,552	8,490	2,453	1,963
	1,121	2,955	1,569	,898	,357	8,184	5,214	,059	1,598	6,175	4,121	1,318	4,533	2,959	,300	10,580	2,149	9,122	6,301	3,895
	6,220	3,669	1,550	1,264	3,051	3,497	5,544	16,380	4,996	2,190	,155	1,176	,769	3,050	3,051	,261	1,787	4,550	3,115	18,946
	5,210	5,347	16,048	3,260	2,388	,206	,820	13,807	3,503	1,877	7,532	22,016	4,019	4,319	7,238	4,922	9,186	6,395	8,474	4,948
	8,977	1,817	1,075	3,624	5,810	4,675	2,276	4,260	1,937	7,148	1,866	3,407	2,437	6,070	3,555	3,932	1,034	,150	,480	5,216
	4,589	1,698	15,227	1,070	,150	5,395	2,044	2,283	1,444	13,150	,858	,123	4,165	3,726	1,340	4,775	1,821	12,470	2,688	4,838
	11,630	6,886	4,508	6,208	1,290	10,176	1,953	1,274	7,388	16,339	3,053	,367	10,695	18,225	7,925	,813	8,355	7,136	,224	1,579
	14,762	,347	3,600	1,629	2,562	7,020	15,430	2,513	2,634	4,041	,102	,911	1,008	10,254	4,113	,743	1,184	2,482	6,138	,729
	1,074	6,588	13,006	2,532	6,950	1,220	12,586	7,430	,019	1,692	3,718	1,339	4,268	19,601	2,919	2,516	1,376	3,350	3,761	,132
	,578	1,197	4,219	3,646	,393	,054	,154	,513	10,287	1,634	1,094	1,618	10,700	,858	1,222	3,090	,102	1,927	7,377	4,445
	3,555	8,203	1,901	2,601	3,674	21,917	2,897	10,095	1,732	,379	8,675	17,672	13,064	11,030	1,585	6,871	13,235	5,572	25,938	5,003
	,270	,138	4,222	2,946	8,100	7,433	1,115	3,205	3,604	10,010	12,483	1,484	,723	,353	4,124	15,457	2,505	13,500	6,958	3,527
	,746	3,892	1,392	2,263	23,082	2,406	8,216	26,487	1,262	,100	3,450	1,884	1,406	2,563	,277	,503	,638	,688	10,022	7,373
	2,504	2,824	5,687	3,996	,993	8,206	1,585	5,307	,096	1,785	1,795	8,808	13,937	1,955	8,371	34,503	28,812	1,917	10,544	,659
	4,476	,402	1,292	3,419	1,705	9,101	5,693	7,414	1,349	6,220	2,170	2,854	4,596	6,319	2,271	15,295	3,049	7,570	6,839	6,112
	,518	9,428	9,299	5,318	4,620	,977	4,184	1,932	,714	7,042	,147	,238	2,872	7,471	,636	5,498	3,926	6,237	,041	1,765
	8,289	13,012	1,173	,974	1,161	1,836	3,552	10,857	1,132	,987	2,460	7,471	8,066	1,184	2,834	4,495	,889	1,291	2,390	1,385
	10,963	3,235	18,035	,850	9,498	4,771	4,137	1,793	31,270	4,255	,073	8,591	4,175	4,495	8,797	6,407	1,930	2,978	,176	3,946
	7,865	,588	,541	2,861	7,319	5,623	1,089	,065	1,452	11,913	11,199	6,345	7,779	2,011	14,522	7,561	2,016	10,380	3,529	8,773
SUM case 1-40	210,476	207,979	246,534	152,174	226,682	217,604	197,868	233,851	180,144	200,752	210,591	225,876	192,445	208,886	166,726	232,005	152,023	232,666	235,910	181,800
MEDIAN case 1-40	3,840	3,780	4,220	2,976	3,560	4,025	3,295	3,732	2,622	3,900	2,909	3,286	4,058	3,885	3,303	4,024	1,930	4,943	4,278	3,711
